번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1143,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500","500",원(KRW),031-722-8000,경기도 성남시 분당구  판교역로 220  ,2298
1144,251280,안지오랩,137001,자연과학 및 공학 연구개발업,"1,925,914","962,957,000","500",원(KRW),042-867-5785,대전광역시 유성구 테크노3로 65 ,2298
1145,065660,안트로젠,074607,기타 전문 도매업,"8,650,277","4,325,138,500","500",원(KRW),02-2104-0391,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자) &nbsp",2298
1146,271400,알로이스,032604,통신 및 방송 장비 제조업,"2,726,400","1,363,200,000","500",원(KRW),07086805501,경기도 성남시 중원구 양현로405번길 4-5 3층 ,2298
1147,001780,알루코,032402,1차 비철금속 제조업,"74,524,102","37,262,051,000","500",원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,2298
1148,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,595,575","4,797,787,500","500",원(KRW),02-585-0004,서울특별시 서초구 바우뫼로27길 7-21 (양재동),2298
1149,131370,알서포트,105802,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300","100",원(KRW),070-7011-3900,"서울특별시 송파구 위례성대로 10 방이동, 에스타워 9층, 10층, 11층, 12층",2298
1150,140670,알에스오토메이션,032602,전자부품 제조업,"9,103,140","4,551,570,000","500",원(KRW),031-685-9300,경기도 평택시 진위면 진위산단로 38 ,2298
1151,096610,알에프세미,032601,반도체 제조업,"8,120,970","4,060,485,000","500",원(KRW),042-823-9682,대전광역시 유성구 죽동로 141 - ,2298
1152,061040,알에프텍,032604,통신 및 방송 장비 제조업,"21,335,706","10,667,853,000","500",원(KRW),031-322-1114,경기도 용인시 처인구  원삼면 죽양대로1763번길 60 알에프텍 ,2298
1153,148250,알엔투테크놀로지,032602,전자부품 제조업,"6,824,803","3,412,401,500","500",원(KRW),031-376-5400,경기도 화성시 동탄면 동탄산단9길 11 ,2298
1154,196170,알테오젠,137001,자연과학 및 공학 연구개발업,"13,689,951","6,844,975,500","500",원(KRW),042-384-8780,대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지),2298
1155,123750,알톤스포츠,033109,그외 기타 운송장비 제조업,"12,746,297","6,373,148,500","500",원(KRW),02-422-0574,"경기도 성남시 분당구 판교로256번길 25 (삼평동, 제씨동) 8층 ",2298
1156,085810,알티캐스트,105802,소프트웨어 개발 및 공급업,"21,223,160","10,987,352,000","500",원(KRW),02-2007-7700,서울특별시 서초구 반포대로 27파크빌딩 6층 ,2298
1157,117670,알파홀딩스,032601,반도체 제조업,"14,268,908","7,134,454,000","500",원(KRW),070-4600-0000,경기도 성남시 분당구 삼평동 688-1 엠텍아이티타워 8층 ,2298
1158,293780,압타바이오,137001,자연과학 및 공학 연구개발업,"10,881,733","5,440,866,500","500",원(KRW),031-660-7310,"경기도 용인시 기흥구 흥덕1로 13 타워동 에이504호(영덕동, 흥덕아이티밸리) ",2298
1159,267810,앙츠,199501,컴퓨터 및 통신장비 수리업,"1,547,000","773,500,000","500",원(KRW),02-2677-9915,"서울특별시 영등포구 양산로 53  (양평동3가, 월드메르디앙비즈센터) 911호 ",2298
1160,018250,애경산업,032004,기타 화학제품 제조업,"26,346,535","26,346,535,000","1,000",원(KRW),02-768-2000,서울특별시 마포구 양화로 188 -,2298
1161,161000,애경유화,032001,기초 화학물질 제조업,"32,040,000","16,020,000,000","500",,02-850-2000,서울특별시 구로구  공원로 7 ,2298
1162,196300,애니젠,032101,기초 의약물질 및 생물학적 제제 제조업,"5,016,165","2,508,082,500","500",원(KRW),062-714-1166,광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동 206호 &nbsp,2298
1163,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업,"26,485,481","13,242,740,500","500",원(KRW),031-781-7161,"경기도 성남시 분당구 판교역로 221 3층(삼평동, 투썬월드빌딩)",2298
1164,052790,액토즈소프트,105802,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000","500",원(KRW),(02)747-8260,서울특별시 강남구 테헤란로44길 8 아이콘역삼빌딩 10층~15층 ,2298
1165,131400,액트,032602,전자부품 제조업,"17,366,763","8,683,381,500","500",원(KRW),053-593-8560,대구광역시 달서구 성서로35길 26 ,2298
1166,290740,액트로,032602,전자부품 제조업,"10,014,011","5,007,005,500","500",원(KRW),031-689-4567,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호,2298
1167,238090,앤디포스,032202,플라스틱제품 제조업,"41,957,020","8,391,404,000","200",원(KRW),070-7662-2121,충청북도 음성군 대소면 한삼로 224-7 ,2298
1168,092600,앤씨앤,032601,반도체 제조업,"13,447,500","6,723,750,000","500",원(KRW),02-3460-4700,경기도 성남시 분당구 판교로 323 (삼평동) ,2298
1169,266170,앤유엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","2,194,249","1,097,124,500","500",원(KRW),02-565-1676,"서울특별시 강남구 학동로82길 7 HYUN빌딩 (삼성동, HYUN빌딩4층)",2298
1170,174900,앱클론,032103,의료용품 및 기타 의약 관련제품 제조업,"7,176,000","3,588,000,000","500",원(KRW),02-2109-1294,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 ,2298
1171,255440,야스,032902,특수 목적용 기계 제조업,"13,058,000","6,569,000,000","500",원(KRW),031-904-8591,경기도 파주시 탄현면 한산로 69 &nbsp,2298
1172,030960,양지사,031801,인쇄 및 인쇄관련 산업,"15,980,000","7,990,000,000","500",원(KRW),02  -865 -0041,경기도 김포시 양촌읍 황금1로 131 ,2298
1173,102120,어보브반도체,032601,반도체 제조업,"17,459,653","8,729,826,500","500",원(KRW),02-2193-2200,충청북도 청원군 오창읍 각리1길 93- ,2298
1174,224810,엄지하우스,064204,실내건축 및 건축마무리 공사업,"4,200,000","2,100,000,000","500",원(KRW),02-550-7840,서울특별시 강남구 테헤란로28길 25- ,2298
1175,041590,에너전트,064202,건물설비 설치 공사업,"47,259,976","23,629,988,000","500",원(KRW),042-620-8000,대전광역시 유성구 테크노1로 30(관평동) ,2298
1176,019990,에너토크,032901,일반 목적용 기계 제조업,"9,756,088","4,878,044,000","500",원(KRW),02-555-0883,경기도 여주군  능서면 능여로 344 ,2298
1177,011090,에넥스,033201,가구 제조업,"59,991,641","29,995,820,500","500",원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,2298
1178,208890,에듀파트너,168507,교육지원 서비스업,"1,990,820","1,990,820,000","1,000",원(KRW),02-6337-5410,"서울특별시 마포구 양화로 125, 8층(서교동,경남관광빌딩) ",2298
1179,041440,에버다임,032902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000","500",원(KRW),(043)530-3300,충청북도 진천군  진천읍 부영길 49 ,2298
1180,270660,에브리봇,032805,가정용 기기 제조업,"1,123,380","561,690,000","500",원(KRW),070-4913-8805,경기도 성남시 분당구 판교역로 240 삼환하이펙스 에이동 1001호,2298
1181,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500","500",원(KRW),02  -3469-2939,서울특별시 강남구 선릉로 514 성원빌딩 ,2298
1182,217480,에스디생명공학,032004,기타 화학제품 제조업,"22,415,066","11,207,533,000","500",원(KRW),02-583-1846,서울특별시 강서구 마곡중앙8로1길 66 - ,2298
1183,121890,에스디시스템,032602,전자부품 제조업,"9,047,578","4,523,789,000","500",원(KRW),070-8299-5926,"경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)",2298
1184,030270,에스마크,031301,방적 및 가공사 제조업,"7,562,701","3,781,350,500","500",원(KRW),02  -757 -9171,충청북도 충주시  가주농공2길 21 ,2298
1185,097780,에스맥,032604,통신 및 방송 장비 제조업,"220,938,274","44,187,654,800","200",원(KRW),031-895-2100,경기도 평택시 산단로 241- ,2298
1186,073070,에스모,033003,자동차 신품 부품 제조업,"87,666,769","8,766,676,900","100",원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,2298
1187,087730,에스모 머티리얼즈,032002,합성고무 및 플라스틱 물질 제조업,"17,578,685","1,757,868,500","100",원(KRW),063-900-7200,전라북도 익산시  석암로 99 엘지화학익산공장 내 ,2298
1188,042110,에스씨디,032805,가정용 기기 제조업,"48,329,564","24,164,782,000","500",원(KRW),031 -329 -5555,경기도 용인시 처인구  남사면 형제로17번길 21 ,2298
1189,065420,에스아이리소스,020501,석탄 광업,"64,603,964","6,460,396,400","100",원(KRW),02-780-2388,서울특별시 영등포구 여의공원로 111 1005호 ,2298
1190,270210,에스알바이오텍,032004,기타 화학제품 제조업,"462,776","231,388,000","500",원(KRW),031-726-3134,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호 ,2298
1191,103230,에스앤더블류,032901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000","500",원(KRW),051-205-7411,부산광역시 사하구  다대로170번길 29 ,2298
1192,260970,에스앤디,031007,기타 식품 제조업,"303,642","1,518,210,000","5,000",원(KRW),043-710-8000,충청북도 청주시 흥덕구 오송읍 오송생명4로 163 ,2298
1193,900080,에스앤씨엔진그룹,116409,기타 금융업,"123,759,593","641,928,600","0",중국위안(CNY),852-2940-7730,"ROOM 01, 21/F, PROSPER COMMERCIAL BUILDING，9 YIN CHONG STREET, KOWLOON, H.K ",2298
1194,101490,에스앤에스텍,032602,전자부품 제조업,"19,735,331","9,867,665,500","500",원(KRW),053-589-1600,대구광역시 달서구  호산동로 42 ,2298
1195,095910,에스에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,364,321","6,682,160,500","500",원(KRW),070-4339-7100,"경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)",2298
1196,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,794,561","2,897,280,500","500",원(KRW),02-6959-0129,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) ",2298
1197,031330,에스에이엠티,074605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500","500",원(KRW),02-3458-9000,서울특별시 강남구  영동대로 315 대경빌딩 ,2298
1198,060540,에스에이티,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000","500",원(KRW),031-450-1400,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",2298
1199,158300,에스에이티이엔지,032902,특수 목적용 기계 제조업,"3,210,000","1,605,000,000","500",원(KRW),031-433-4711,경기도 시흥시 군자천로21번길 66 (정왕동) ,2298
1200,112240,에스에프씨,032202,플라스틱제품 제조업,"43,981,834","21,990,917,000","500",원(KRW),041-640-0001,충청남도 홍성군  구항면 내포로 682 주식회사 에스에프씨,2298
1201,056190,에스에프에이,032902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000","500",원(KRW),031-379-1793,경기도 화성시 동탄면 영천로 38 ,2298
1202,080000,에스엔유,032902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000","500",원(KRW),041-536-1500,충청남도 아산시 둔포면 아산밸리남로 124 ,2298
1203,160600,에스엔텍,032902,특수 목적용 기계 제조업,"11,932,056","5,966,028,000","500",원(KRW),031-299-3888,경기도 수원시 권선구 산업로155번길 187 (고색동) ,2298
1204,086460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업,"1,823,850","911,925,000","500",원(KRW),02-3273-1671,서울특별시 마포구 백범로 35 (신수동) 서강대학교 티이관 1007호,2298
1205,005850,에스엘,033003,자동차 신품 부품 제조업,"48,203,277","24,101,638,500","500",원(KRW),053-850-8511,대구광역시 북구 검단공단로 32 - ,2298
1206,246250,에스엘에스바이오,137209,기타 과학기술 서비스업,"6,828,103","3,414,051,500","500",원(KRW),031-275-5522,경기도 수원시 영통구 창룡대로 260 광교센트럴비즈타워 7층,2298
1207,041510,에스엠,105902,오디오물 출판 및 원판 녹음업,"23,432,901","11,716,450,500","500",원(KRW),02-6240-9817,서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트,2298
1208,299670,에스엠비나,031401,봉제의복 제조업,"1,090,000","545,000,000","500",원(KRW),02-6953-7020,"서울특별시 마포구 마포대로 53, 비동 803호 (도화동, 마포트라팰리스) ",2298
1209,007820,에스엠코어,032901,일반 목적용 기계 제조업,"20,033,946","10,016,973,000","500",원(KRW),02-2090-9273,서울특별시 마포구  마포대로 20 다보빌딩 ,2298
1210,109610,에스와이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","24,949,345","12,474,672,500","500",원(KRW),031-222-4028,서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩,2298
1211,012750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000","500",원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,2298
1212,123700,에스제이엠,033003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000","500",원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,2298
1213,025530,에스제이엠홀딩스,074502,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000","500",원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,2298
1214,080440,에스제이케이,074502,자동차 부품 및 내장품 판매업,"9,398,709","4,699,354,500","500",원(KRW),02-2106-2309,서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호,2298
1215,217910,에스제이켐,032001,기초 화학물질 제조업,"12,990,522","1,299,052,200","100",원(KRW),041-881-9454,전라북도 익산시 왕궁면 무왕로 2243-23 ,2298
1216,224020,에스케이씨에스,032202,플라스틱제품 제조업,"2,700,000","1,350,000,000","500",원(KRW),031-761-7703,경기도 광주시 초월읍 산수로554번길 47 ,2298
1217,096630,에스코넥,032604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800","200",원(KRW),031-799-0700,경기도 광주시  오포읍 마루들길172번길 30 ,2298
1218,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000","500",원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,2298
1219,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500","500",원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,2298
1220,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000","500",원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,2298
1221,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000","500",원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,2298
1222,098660,에스티오,031401,봉제의복 제조업,"8,455,144","4,227,572,000","500",원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",2298
1223,052020,에스티큐브,074605,기계장비 및 관련 물품 도매업,"26,958,985","13,479,492,500","500",원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",2298
1224,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000","500",원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",2298
1225,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000","500",원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,2298
1226,288620,에스퓨얼셀,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,744,316","2,872,158,000","500",원(KRW),070-4613-4900,"경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp",2298
1227,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500","500",원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",2298
1228,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000","500",원(KRW),063-440-6561,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",2298
1229,023960,에쓰씨엔지니어링,064102,토목 건설업,"25,016,587","12,508,293,500","500",원(KRW),02-2167-9090,서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층,2298
1230,298690,에어부산,085101,항공 여객 운송업,"52,070,000","52,070,000,000","1,000",원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 ,2298
1231,054630,에이디칩스,033309,그외 기타 제품 제조업,"27,002,396","13,501,198,000","500",원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",2298
1232,200710,에이디테크놀로지,032601,반도체 제조업,"9,261,533","4,925,525,000","500",원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",2298
1233,140910,에이리츠,126801,부동산 임대 및 공급업,"3,675,909","18,379,545,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2298
1234,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"27,033,459","13,516,729,500","500",원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",2298
1235,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"45,303,350","22,651,675,000","500",원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) ",2298
1236,203400,에이비온,137001,자연과학 및 공학 연구개발업,"12,396,976","6,198,488,000","500",원(KRW),02-6006-7610,"서울특별시 구로구 디지털로 242915호(구로동,한화비즈메트로 1차) ",2298
1237,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,2298
1238,088800,에이스테크,032604,통신 및 방송 장비 제조업,"38,858,022","19,429,011,000","500",원(KRW),032)458-1975,인천광역시 연수구 하모니로187번길 16 -,2298
1239,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000","500",원(KRW),02-2088-2585,서울특별시 마포구 월드컵북로 361 1111호 &nbsp;,2298
1240,138360,에이씨티,032004,기타 화학제품 제조업,"27,268,234","13,634,117,000","500",원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,2298
1241,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","81,407,197","40,703,598,500","500",원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",2298
1242,050320,에이앤티앤,074605,기계장비 및 관련 물품 도매업,"22,661,761","2,266,176,100","100",원(KRW),02-3443-5811,서울특별시 성동구 성수일로 10 서울숲 ITCT 지식산업센터 1104호,2298
1243,312610,에이에프더블류,032802,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000","500",원(KRW),,경상북도 칠곡군 왜관읍 공단로1길 51 ,2298
1244,015260,에이엔피,032602,전자부품 제조업,"82,784,868","41,392,434,000","500",원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,2298
1245,234070,에이원알폼,147603,산업용 기계 및 장비 임대업,"3,533,326","1,766,663,000","500",원(KRW),031-8017-5305,충청북도 괴산군 괴산읍 대제산단3길 46 -,2298
1246,072990,에이치시티,137209,기타 과학기술 서비스업,"6,869,651","3,434,825,500","500",원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,2298
1247,044990,에이치엔에스하이텍,032602,전자부품 제조업,"7,511,064","3,755,532,000","500",원(KRW),042-866-1300,대전광역시 유성구 테크노1로 62-7(관평동) ,2298
1248,176440,에이치엔티,032602,전자부품 제조업,"14,430,478","7,215,239,000","500",원(KRW),031-739-7897,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩7층) &nbsp",2298
1249,028300,에이치엘비,033101,선박 및 보트 건조업,"39,235,182","19,617,591,000","500",원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,2298
1250,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","46,842,283","23,421,141,500","500",원(KRW),02-2627-6700,"경기도 성남시 분당구 판교로228번길 15 3동 502호(삼평동, 판교세븐벤처밸리 1단지) ",2298
1251,043220,에이치엘비파워,032902,특수 목적용 기계 제조업,"61,360,226","30,680,113,000","500",원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) ",2298
1252,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000","500",원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,2298
1253,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500","500",원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,2298
1254,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,2298
1255,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000","500",원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2298
1256,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000","500",원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2298
1257,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,2298
1258,089530,에이티세미콘,032601,반도체 제조업,"71,142,450","35,571,225,000","500",원(KRW),070-5208-5055,경기도 이천시 마장면 서이천로 138 - ,2298
1259,207490,에이펙스인텍,032804,전구 및 조명장치 제조업,"3,600,000","1,800,000,000","500",원(KRW),054-976-7667,경상북도 칠곡군 가산면 인동가산로 619-9 ,2298
1260,109960,에이프로젠 H&G,074607,기타 전문 도매업,"178,695,217","89,347,608,500","500",원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,2298
1261,007460,에이프로젠 KIC,032509,기타 금속 가공제품 제조업,"150,992,055","75,496,027,500","500",원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",2298
1262,003060,에이프로젠제약,032102,의약품 제조업,"107,982,194","53,991,097,000","500",원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",2298
1263,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500","100",원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,2298
1264,230240,에치에프알,032604,통신 및 방송 장비 제조업,"11,982,020","5,991,010,000","500",원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)",2298
1265,064510,에코마이스터,032902,특수 목적용 기계 제조업,"12,659,207","6,329,603,500","500",원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,2298
1266,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700","100",원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",2298
1267,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,2298
1268,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000","100",원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 ,2298
1269,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,2298
1270,247540,에코프로비엠,032802,일차전지 및 축전지 제조업,"20,361,366","10,180,683,000","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 ,2298
1271,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,2298
1272,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",2298
1273,064850,에프앤가이드,116601,금융 지원 서비스업,"11,000,000","5,500,000,000","500",원(KRW),02-769-7700,서울특별시 강서구 마곡중앙2로 61 ,2298
1274,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"64,862,614","32,431,307,000","500",원(KRW),032-326-8052,서울특별시 강남구 봉은사로 214 8F(역삼동),2298
1275,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,2298
1276,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-0222,서울시 강남구 청담동 111 ,2298
1277,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"7,425,062","3,712,531,000","500",원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,2298
1278,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000","500",원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,2298
1279,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"27,064,930","0","0",미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",2298
1280,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300","100",원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",2298
1281,092870,엑시콘,032902,특수 목적용 기계 제조업,"8,883,500","4,441,750,000","500",원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",2298
1282,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"28,722,222","14,361,111,000","500",원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,2298
1283,140610,엔솔바이오사이언스,137001,자연과학 및 공학 연구개발업,"8,617,530","4,308,765,000","500",원(KRW),042-939-4500,대전광역시 유성구 테크노10로 51(탑립동) ,2298
1284,101400,엔시트론,032601,반도체 제조업,"117,728,637","11,772,863,700","100",원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",2298
1285,036570,엔씨소프트,105802,소프트웨어 개발 및 공급업,"21,946,522","10,973,261,000","500",원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,2298
1286,217820,엔에스,032902,특수 목적용 기계 제조업,"4,900,000","2,450,000,000","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,2298
1287,138250,엔에스쇼핑,074709,무점포 소매업,"33,696,000","16,848,000,000","500",원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,2298
1288,031860,엔에스엔,074608,상품 종합 도매업,"23,833,574","11,916,787,000","500",원(KRW),02-2106-5417,"서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)",2298
